protName
"(+)-alpha-pinene synthase, chloroplastic"
Protein DETOXIFICATION 38
Protein DETOXIFICATION 39
Protein DETOXIFICATION 4
Protein DETOXIFICATION 40
Protein DETOXIFICATION 41
Protein DETOXIFICATION 42
Protein DETOXIFICATION 43
Protein DETOXIFICATION 48
Protein DETOXIFICATION 49
Protein DETOXIFICATION 5
Protein DETOXIFICATION 50
Protein DETOXIFICATION 51
Protein DETOXIFICATION 52
Protein DETOXIFICATION 53
Protein DETOXIFICATION 54
Protein DETOXIFICATION 55
Protein DETOXIFICATION 56
Protein DETOXIFICATION 6
Protein DETOXIFICATION 7
Protein DETOXIFICATION 8
Protein DETOXIFICATION 9
Protein DJ-1 homolog A
Protein DJ-1 homolog B
Protein DJ-1 homolog C
Protein DJ-1 homolog D
Protein DMP1
Protein DMP10
Protein DMP2
Protein DMP3
Protein DMP4
Protein DMP5
Protein DMP6
Protein DMP7
Protein DMP8
Protein DMP9
Protein DOG1-like 1
Protein DOG1-like 2
Protein DOG1-like 3
Protein DOG1-like 4
Protein DOWN-REGULATED IN DIF1 11
Protein DOWNSTREAM OF FLC
Protein DROOPING LEAF
Protein DSS1 HOMOLOG ON CHROMOSOME V
Protein DWARF 53
Protein DWARF 53-LIKE
Protein DWARF AND LOW-TILLERING
Protein DYAD
Protein Dr1 homolog
Protein E6
Protein EARLY FLOWERING 3
Protein EARLY FLOWERING 4
Protein EARLY RESPONSIVE TO DEHYDRATION 15
Protein ECERIFERUM 1
Protein ECERIFERUM 2
Protein ECERIFERUM 26
Protein ECERIFERUM 26-like
Protein EDS1
Protein EDS1B
Protein EFFECTOR OF TRANSCRIPTION
Protein EFFECTOR OF TRANSCRIPTION 1
Protein EFFECTOR OF TRANSCRIPTION 2
Protein EFFECTOR OF TRANSCRIPTION 3
Protein EGG APPARATUS-1
Protein EI24 homolog
Protein EIN4
Protein ELC
Protein ELC-like
Protein ELF4-LIKE 1
Protein ELF4-LIKE 2
Protein ELF4-LIKE 3
Protein ELF4-LIKE 4
Protein EMB-1
Protein EMBRYO DEFECTIVE 1674
Protein EMBRYO DEFECTIVE 514
Protein EMBRYO SAC DEVELOPMENT ARREST 30
Protein EMBRYONIC FLOWER 1
Protein EMSY-LIKE 1
Protein EMSY-LIKE 2
Protein EMSY-LIKE 3
Protein EMSY-LIKE 4
Protein ENDOSPERM DEFECTIVE 1
Protein ENHANCED DISEASE RESISTANCE 2
Protein ENHANCED DISEASE RESISTANCE 2-like
Protein ENHANCED DISEASE RESISTANCE 4
Protein ENHANCED DOWNY MILDEW 2
Protein ESKIMO 1
Protein ESMERALDA 1
Protein ETHYLENE INSENSITIVE 3
Protein ETHYLENE-INSENSITIVE 2
Protein EXORDIUM
Protein EXORDIUM-like 1
Protein EXORDIUM-like 2
Protein EXORDIUM-like 3
Protein EXORDIUM-like 4
Protein EXORDIUM-like 5
Protein EXORDIUM-like 6
Protein EXORDIUM-like 7
Protein EXPORTIN 1A
Protein EXPORTIN 1B
Protein FANTASTIC FOUR 1
Protein FANTASTIC FOUR 2
Protein FANTASTIC FOUR 3
Protein FANTASTIC FOUR 4
Protein FAR-RED ELONGATED HYPOCOTYL 1
Protein FAR-RED ELONGATED HYPOCOTYL 3
Protein FAR-RED IMPAIRED RESPONSE 1
Protein FAR-RED-ELONGATED HYPOCOTYL 1-LIKE
Protein FAR1-RELATED SEQUENCE 1
Protein FAR1-RELATED SEQUENCE 11
Protein FAR1-RELATED SEQUENCE 12
Protein FAR1-RELATED SEQUENCE 2
Protein FAR1-RELATED SEQUENCE 3
Protein FAR1-RELATED SEQUENCE 4
Protein FAR1-RELATED SEQUENCE 5
Protein FAR1-RELATED SEQUENCE 6
Protein FAR1-RELATED SEQUENCE 7
Protein FAR1-RELATED SEQUENCE 8
Protein FAR1-RELATED SEQUENCE 9
Protein FATTY ACID EXPORT 5
Protein FATTY ACID EXPORT 6
Protein FATTY ACID EXPORT 7
Protein FD
Protein FEZ
Protein FIP1
Protein FIP2
Protein FIZZY-RELATED 1
Protein FIZZY-RELATED 2
Protein FIZZY-RELATED 3
Protein FLC EXPRESSOR
Protein FLORAL ORGAN NUMBER2
Protein FLOURY 1
Protein FLOURY 1-like
Protein FLOURY 2
Protein FLOWERING LOCUS D
Protein FLOWERING LOCUS T
Protein FLOWERING locus D-like protein
Protein FLX-like 1
Protein FLX-like 2
Protein FLX-like 3
Protein FLX-like 4
Protein FON2 SPARE1
Protein FORGETTER 1
Protein FREE1
Protein FRIABLE 1
Protein FRIGIDA-ESSENTIAL 1
Protein Flattop homolog
Protein G1
Protein G1-like1
Protein G1-like2
Protein G1-like3
Protein G1-like4
Protein G1-like5
Protein G1-like6
Protein G1-like7
Protein G1-like8
Protein G1-like9
Protein GAMETE EXPRESSED 1
Protein GAMETE EXPRESSED 2
Protein GAMETE EXPRESSED 3
Protein GAST1
Protein GFS12
Protein GID8 homolog
Protein GIGANTEA
Protein GIGAS CELL1
Protein GLE1
Protein GLUTAMINE DUMPER 1
Protein GLUTAMINE DUMPER 2
Protein GLUTAMINE DUMPER 3
Protein GLUTAMINE DUMPER 4
Protein GLUTAMINE DUMPER 5
Protein GLUTAMINE DUMPER 6
Protein GLUTAMINE DUMPER 7
Protein GOLVEN 8
Protein GOS9
Protein GRAVITROPIC IN THE LIGHT 1
Protein GRIP
Protein H2A.5
Protein H2A.6
Protein H2A.7
Protein HAIKU1
Protein HAPLESS 2
Protein HAPLESS 2-A
Protein HAPLESS 2-B
Protein HASTY 1
Protein HEADING DATE 3A
Protein HEADING DATE 3B
Protein HEADING DATE REPRESSOR 1
Protein HEAT INTOLERANT 4
Protein HEAT-INDUCED TAS1 TARGET 1
Protein HEAT-INDUCED TAS1 TARGET 2
Protein HEAT-INDUCED TAS1 TARGET 3
Protein HEAT-INDUCED TAS1 TARGET 4
Protein HEAT-INDUCED TAS1 TARGET 5
Protein HEAT-STRESS-ASSOCIATED 32
Protein HESO1
Protein HIRA
Protein HLB1
Protein HOMOLOG OF MAMMALIAN LYST-INTERACTING PROTEIN 5
Protein HUA2-LIKE 1
Protein HUA2-LIKE 2
Protein HUA2-LIKE 3
Protein HVA22
Protein HYPER-SENSITIVITY-RELATED 4
Protein IAL1
Protein IDA
Protein IDA-LIKE 1
Protein IDA-LIKE 2
Protein IDA-LIKE 3
Protein IDA-LIKE 4
Protein IDA-LIKE 5
Protein ILITYHIA
Protein IMPAIRED IN BABA-INDUCED STERILITY 1
Protein IN2-1
Protein IN2-1 homolog A
Protein IN2-1 homolog B
Protein INAPERTURATE POLLEN1
Protein INVOLVED IN DE NOVO 2
Protein IQ-DOMAIN 1
Protein IQ-DOMAIN 14
Protein IQ-DOMAIN 31
Protein IQ-DOMAIN 32
Protein IRON-RELATED TRANSCRIPTION FACTOR 2
Protein IRREGULAR XYLEM 15
Protein IRX15-LIKE
Protein IWS1 homolog 1
Protein IWS1 homolog 2
Protein JASON
Protein JAZ13
Protein JINGUBANG
Protein KAKU4
Protein KINESIN LIGHT CHAIN-RELATED 1
Protein KINESIN LIGHT CHAIN-RELATED 2
Protein KINESIN LIGHT CHAIN-RELATED 3
Protein KINKY POLLEN
Protein KNATM
Protein KOKOPELLI
Protein KTI12 homolog
Protein LATE FLOWERING
Protein LATERAL ORGAN BOUNDARIES
Protein LATERAL ROOT PRIMORDIUM 1
Protein LAX PANICLE 2
Protein LAZ1
Protein LAZ1 homolog 1
Protein LAZ1 homolog 2
Protein LAZY 1
Protein LE25
Protein LEAFY
Protein LEO1 homolog
Protein LHCP TRANSLOCATION DEFECT
Protein LHY
Protein LIFEGUARD 1
Protein LIFEGUARD 2
Protein LIFEGUARD 3
Protein LIFEGUARD 4
Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 1
Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 10
Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 2
Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 3
Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 4
Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 5
Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 6
Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 7
Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 8
Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 9
Protein LIGULELESS 1
Protein LIKE COV 1
Protein LIKE COV 2
Protein LIKE COV 3
Protein LIM1
Protein LIM2
Protein LIM3
Protein LITTLE ZIPPER 1
Protein LITTLE ZIPPER 2
Protein LITTLE ZIPPER 3
Protein LITTLE ZIPPER 4
Protein LNK1
Protein LNK2
Protein LNK3
Protein LNK4
Protein LOL1
Protein LOL2
Protein LOL3
Protein LOL4
Protein LOL5
Protein LONGIFOLIA 1
Protein LONGIFOLIA 2
Protein LSD1
Protein LURE 1.1
Protein LURE 1.2
Protein LURE 1.3
Protein LURE 1.4
Protein LURE 1.5
Protein LURE 1.6
Protein LURP-one-related 1
Protein LURP-one-related 10
Protein LURP-one-related 11
Protein LURP-one-related 12
Protein LURP-one-related 13
Protein LURP-one-related 14
Protein LURP-one-related 15
Protein LURP-one-related 16
Protein LURP-one-related 17
Protein LURP-one-related 2
Protein LURP-one-related 3
Protein LURP-one-related 4
Protein LURP-one-related 5
Protein LURP-one-related 6
Protein LURP-one-related 7
Protein LURP-one-related 8
Protein LURP-one-related 9
Protein LURP1
Protein LYK2
Protein LYK5
Protein LlR18A
Protein LlR18B
Protein M6
Protein M7
Protein MADS AFFECTING FLOWERING 5
Protein MAEA homolog
Protein MAIN-LIKE 1
Protein MAIN-LIKE 2
Protein MAINTENANCE OF MERISTEMS
Protein MAINTENANCE OF PSII UNDER HIGH LIGHT 1
Protein MAK16 homolog
Protein MALE DISCOVERER 1
Protein MALE DISCOVERER 2
Protein MANNAN SYNTHESIS-RELATED
Protein MANNAN SYNTHESIS-RELATED 1
Protein MANNAN SYNTHESIS-RELATED 2
Protein MARD1
Protein MATERNALLY EXPRESSED GENE 1
Protein MATERNALLY EXPRESSED GENE 2
Protein MATERNALLY EXPRESSED GENE 3
Protein MATERNALLY EXPRESSED GENE 4
Protein MATERNALLY EXPRESSED GENE 5
Protein MATERNALLY EXPRESSED GENE 6
Protein MEI2-like 1
Protein MEI2-like 2
Protein MEI2-like 3
Protein MEI2-like 4
Protein MEI2-like 5
Protein MEI2-like 6
Protein MEI2-like 7
Protein MEN-8
Protein MHF1 homolog
Protein MHF2 homolog
Protein MICRORCHIDIA 1
Protein MICRORCHIDIA 2
Protein MICRORCHIDIA 3
Protein MICRORCHIDIA 4
Protein MICRORCHIDIA 5
Protein MICRORCHIDIA 6
Protein MICRORCHIDIA 7
Protein MICROTUBULE BINDING PROTEIN 2C
Protein MID1-COMPLEMENTING ACTIVITY 1
Protein MID1-COMPLEMENTING ACTIVITY 2
Protein MIS12 homolog
Protein MIZU-KUSSEI 1
Protein MKS1
Protein MLN51 homolog
Protein MLO
Protein MODIFIER OF SNC1 1
Protein MODIFIER OF SNC1 11
Protein MONOCULM 1
Protein MOR1
Protein MOS2
Protein MOTHER of FT and TFL1
Protein MOTHER of FT and TFL1 homolog 1
Protein MOTHER of FT and TFL1 homolog 2
Protein MRG1
Protein MRG2
Protein MULTIPLE CHLOROPLAST DIVISION SITE 1
Protein MULTIPOLAR SPINDLE 1
Protein Mut11
Protein N-terminal asparagine amidohydrolase family protein
Protein N-terminal glutamine amidohydrolase
Protein NAP1
Protein NAR1
Protein NBR1 homolog
Protein NCA1
Protein NDH-DEPENDENT CYCLIC ELECTRON FLOW 5
Protein NDL1
Protein NDL2
Protein NDL3
Protein NDR1
Protein NEDD1
Protein NEGATIVE REGULATOR OF RESISTANCE
Protein NEN1
Protein NEN2
Protein NEN3
Protein NEN4
Protein NEOXANTHIN-DEFICIENT 1
Protein NETWORKED 1A
Protein NETWORKED 1B
Protein NETWORKED 1C
Protein NETWORKED 1D
Protein NETWORKED 2A
Protein NETWORKED 2B
Protein NETWORKED 2C
Protein NETWORKED 2D
Protein NETWORKED 3A
Protein NETWORKED 3B
Protein NETWORKED 3C
Protein NETWORKED 4A
Protein NETWORKED 4B
Protein NIM1-INTERACTING 1
Protein NIM1-INTERACTING 2
Protein NIM1-INTERACTING 3
Protein NINJA homolog 1
Protein NLP1
Protein NLP2
Protein NLP3
Protein NLP4
Protein NLP5
Protein NLP6
Protein NLP7
Protein NLP8
Protein NLP9
Protein NOI4
Protein NP24
Protein NPG1
Protein NPGR1
Protein NPGR2
Protein NRT1/ PTR FAMILY 1.1
Protein NRT1/ PTR FAMILY 1.2
Protein NRT1/ PTR FAMILY 1.3
Protein NRT1/ PTR FAMILY 2.1
Protein NRT1/ PTR FAMILY 2.10
Protein NRT1/ PTR FAMILY 2.11
Protein NRT1/ PTR FAMILY 2.12
Protein NRT1/ PTR FAMILY 2.13
Protein NRT1/ PTR FAMILY 2.3
Protein NRT1/ PTR FAMILY 2.4
Protein NRT1/ PTR FAMILY 2.5
Protein NRT1/ PTR FAMILY 2.6
Protein NRT1/ PTR FAMILY 2.7
Protein NRT1/ PTR FAMILY 2.8
Protein NRT1/ PTR FAMILY 2.9
Protein NRT1/ PTR FAMILY 3.1
Protein NRT1/ PTR FAMILY 4.1
Protein NRT1/ PTR FAMILY 4.2
Protein NRT1/ PTR FAMILY 4.3
Protein NRT1/ PTR FAMILY 4.4
Protein NRT1/ PTR FAMILY 4.5
Protein NRT1/ PTR FAMILY 4.6
Protein NRT1/ PTR FAMILY 4.7
Protein NRT1/ PTR FAMILY 5.1
Protein NRT1/ PTR FAMILY 5.10
Protein NRT1/ PTR FAMILY 5.11
Protein NRT1/ PTR FAMILY 5.12
Protein NRT1/ PTR FAMILY 5.13
Protein NRT1/ PTR FAMILY 5.14
Protein NRT1/ PTR FAMILY 5.15
Protein NRT1/ PTR FAMILY 5.16
Protein NRT1/ PTR FAMILY 5.2
Protein NRT1/ PTR FAMILY 5.3
Protein NRT1/ PTR FAMILY 5.4
Protein NRT1/ PTR FAMILY 5.5
Protein NRT1/ PTR FAMILY 5.6
Protein NRT1/ PTR FAMILY 5.7
Protein NRT1/ PTR FAMILY 5.8
Protein NRT1/ PTR FAMILY 5.9
Protein NRT1/ PTR FAMILY 6.1
Protein NRT1/ PTR FAMILY 6.2
Protein NRT1/ PTR FAMILY 6.3
Protein NRT1/ PTR FAMILY 6.4
Protein NRT1/ PTR FAMILY 7.1
Protein NRT1/ PTR FAMILY 7.2
Protein NRT1/ PTR FAMILY 7.3
Protein NRT1/ PTR FAMILY 8.1
Protein NRT1/ PTR FAMILY 8.2
Protein NRT1/ PTR FAMILY 8.3
Protein NRT1/ PTR FAMILY 8.4
Protein NRT1/ PTR FAMILY 8.5
Protein NSP-INTERACTING KINASE 1
Protein NSP-INTERACTING KINASE 2
Protein NSP-INTERACTING KINASE 3
Protein NTM1-like 9
Protein NUCLEAR FUSION DEFECTIVE 2
Protein NUCLEAR FUSION DEFECTIVE 4
Protein OBERON 1
Protein OBERON 2
Protein OBERON 3
Protein OBERON 4
Protein ODORANT1
Protein OPAQUE1
Protein OPAQUE10
Protein ORGAN SIZE RELATED 1
Protein OS-9 homolog
Protein OSCA1
Protein OVEREXPRESSOR OF CATIONIC PEROXIDASE 3
Protein P21
Protein PAF1 homolog
Protein PAIR1
Protein PARTING DANCERS
Protein PAT1 homolog
Protein PAT1 homolog 1
Protein PAT1 homolog 2
Protein PATRONUS 1
Protein PATRONUS 2
Protein PECTIC ARABINOGALACTAN SYNTHESIS-RELATED
Protein PELOTA 1
Protein PELOTA 2
Protein PELPK1
Protein PELPK2
Protein PEROXIN-4
Protein PGR
Protein PHLOEM PROTEIN 2-LIKE A1
Protein PHLOEM PROTEIN 2-LIKE A10
Protein PHLOEM PROTEIN 2-LIKE A2
Protein PHLOEM PROTEIN 2-LIKE A5
Protein PHLOEM PROTEIN 2-LIKE A6
Protein PHLOEM PROTEIN 2-LIKE A8
Protein PHLOEM PROTEIN 2-LIKE A9
Protein PHOSPHATE STARVATION RESPONSE 1
Protein PHOSPHATE STARVATION RESPONSE 2
Protein PHOSPHATE STARVATION RESPONSE 3
Protein PHOTOPERIOD-INDEPENDENT EARLY FLOWERING 1
Protein PHOX1
Protein PHOX3
Protein PHOX4
Protein PHR1-LIKE 1
Protein PHR1-LIKE 2
Protein PHR1-LIKE 3
Protein PHYTOCHROME KINASE SUBSTRATE 1
Protein PHYTOCHROME KINASE SUBSTRATE 2
Protein PHYTOCHROME KINASE SUBSTRATE 3
Protein PHYTOCHROME KINASE SUBSTRATE 4
Protein PIN-LIKES 1
Protein PIN-LIKES 2
Protein PIN-LIKES 3
Protein PIN-LIKES 4
Protein PIN-LIKES 5
Protein PIN-LIKES 6
Protein PIN-LIKES 7
Protein PIR
Protein PLANT CADMIUM RESISTANCE 1
Protein PLANT CADMIUM RESISTANCE 10
Protein PLANT CADMIUM RESISTANCE 11
Protein PLANT CADMIUM RESISTANCE 12
Protein PLANT CADMIUM RESISTANCE 2
Protein PLANT CADMIUM RESISTANCE 3
Protein PLANT CADMIUM RESISTANCE 4
Protein PLANT CADMIUM RESISTANCE 5
Protein PLANT CADMIUM RESISTANCE 6
Protein PLANT CADMIUM RESISTANCE 7
Protein PLANT CADMIUM RESISTANCE 8
Protein PLANT CADMIUM RESISTANCE 9
Protein PLASTID MOVEMENT IMPAIRED 1
Protein PLASTID MOVEMENT IMPAIRED 1-RELATED 1
Protein PLASTID MOVEMENT IMPAIRED 1-RELATED 2
Protein PLASTID MOVEMENT IMPAIRED 15
Protein PLASTID MOVEMENT IMPAIRED 2
Protein PLASTID TRANSCRIPTIONALLY ACTIVE 10
Protein PLASTID TRANSCRIPTIONALLY ACTIVE 14
Protein PLASTID TRANSCRIPTIONALLY ACTIVE 7
Protein PMR5
Protein POLAR LOCALIZATION DURING ASYMMETRIC DIVISION AND REDISTRIBUTION
Protein POLLEN DEFECTIVE IN GUIDANCE 1
Protein POLLENLESS 3
Protein POLLENLESS 3-LIKE 1
Protein POLLENLESS 3-LIKE 2
Protein POLYCHOME
Protein POOR HOMOLOGOUS SYNAPSIS 1
Protein PPLZ02
Protein PPLZ12
Protein PR-L1
Protein PR-L2
Protein PR-L3
Protein PR-L4
Protein PR-L5
Protein PR-L6
Protein PRD1
Protein PSY1
Protein PSY2
Protein PSY3
Protein PYRICULARIA ORYZAE RESISTANCE 21
Protein PsbN
Protein QQS
Protein QUIRKY
Protein RADIALIS-like 1
Protein RADIALIS-like 2
Protein RADIALIS-like 3
Protein RADIALIS-like 4
Protein RADIALIS-like 5
Protein RADIALIS-like 6
Protein RAE1
Protein RAFTIN 1A
Protein RAFTIN 1B
Protein RAFTIN 1C
Protein RALF-like 1
Protein RALF-like 10
Protein RALF-like 11
Protein RALF-like 12
Protein RALF-like 13
Protein RALF-like 14
Protein RALF-like 15
Protein RALF-like 16
Protein RALF-like 17
Protein RALF-like 18
Protein RALF-like 19
Protein RALF-like 2
Protein RALF-like 20
Protein RALF-like 21
Protein RALF-like 22
Protein RALF-like 24
Protein RALF-like 25
Protein RALF-like 26
Protein RALF-like 27
Protein RALF-like 28
Protein RALF-like 29
Protein RALF-like 3
Protein RALF-like 30
Protein RALF-like 31
Protein RALF-like 32
Protein RALF-like 33
Protein RALF-like 34
Protein RALF-like 35
Protein RALF-like 36
Protein RALF-like 4
Protein RALF-like 5
Protein RALF-like 6
Protein RALF-like 7
Protein RALF-like 8
Protein RALF-like 9
Protein RBL
Protein RDM1
Protein RDM16
Protein REDUCED WALL ACETYLATION 1
Protein REDUCED WALL ACETYLATION 2
Protein REDUCED WALL ACETYLATION 3
Protein REDUCED WALL ACETYLATION 4
Protein RER1
Protein RER1A
Protein RER1B
Protein RER1C
Protein RER1D
Protein RESPONSE TO LOW SULFUR 1
Protein RESPONSE TO LOW SULFUR 2
Protein RESPONSE TO LOW SULFUR 3
Protein RESPONSE TO LOW SULFUR 4
Protein RESTRICTED TEV MOVEMENT 1
Protein RESTRICTED TEV MOVEMENT 2
Protein RESTRICTED TEV MOVEMENT 3
Protein REVEILLE 1
Protein REVEILLE 2
Protein REVEILLE 3
Protein REVEILLE 4
